,Partner,Wkt,Runs,In,Out,Inns,Opposition,Ground,Start Date,Match,Batsman,NO,Format
0,SR Tendulkar,3,17,2/110,3/127,1,Pakistan,Singapore,5 Apr 1996,1091,R Dravid,False,ODI
1,M Azharuddin,4,6,3/105,4/111,1,South Africa,Rajkot,29 Oct 1996,1132,R Dravid,False,ODI
2,A Jadeja,4,14,3/188,4/202,1,South Africa,Mumbai,14 Dec 1996,1151,R Dravid,False,ODI
3,SC Ganguly,4,45,3/40,4/85,2,Zimbabwe,Paarl,27 Jan 1997,1169,R Dravid,False,ODI
4,SC Ganguly,1,117,-,1/117,1,South Africa,East London,4 Feb 1997,1173,R Dravid,False,ODI
5,SR Tendulkar,3,2,2/59,3/61,2,Sri Lanka,Colombo (RPS),17 Aug 1997,1223,R Dravid,False,ODI
6,SC Ganguly,2,29,1/34,2/63,2,Pakistan,Toronto,14 Sep 1997,1228,R Dravid,False,ODI
7,A Jadeja,5,4,4/131,5/135,2,Pakistan,Toronto,19 Sep 1998,1352,R Dravid,False,ODI
8,SR Tendulkar,3,140,2/8,3/148,1,Australia,Dhaka,28 Oct 1998,1360,R Dravid,False,ODI
9,A Jadeja,5,29,4/120,5/149,1,England,Sharjah,11 Apr 1999,1432,R Dravid,False,ODI
10,A Jadeja,3,4,2/183,3/187,2,Pakistan,Sharjah,13 Apr 1999,1435,R Dravid,False,ODI
11,SC Ganguly,2,318,1/6,2/324,1,Sri Lanka,Taunton,26 May 1999,1463,R Dravid,False,ODI
12,SC Ganguly,3,33,2/35,3/68,3,New Zealand,Ahmedabad,29 Oct 1999,1465,R Dravid,False,Test
13,SS Dighe,7,29,6/209,7/238,1,South Africa,Faridabad,15 Mar 2000,1574,R Dravid,False,ODI
14,A Jadeja,3,0,2/193,3/193,2,South Africa,Nagpur,19 Mar 2000,1576,R Dravid,False,ODI
15,SC Ganguly,2,61,1/141,2/202,1,New Zealand,Nairobi (Gym),15 Oct 2000,1639,R Dravid,False,ODI
16,SR Tendulkar,2,31,1/33,2/64,1,Sri Lanka,Sharjah,20 Oct 2000,1640,R Dravid,False,ODI
17,HK Badani,4,7,3/122,4/129,2,Zimbabwe,Cuttack,2 Dec 2000,1656,R Dravid,False,ODI
18,SC Ganguly,2,175,1/22,2/197,1,Zimbabwe,Ahmedabad,5 Dec 2000,1657,R Dravid,False,ODI
19,Z Khan,7,5,6/624,7/629,3,Australia,Kolkata,11 Mar 2001,1535,R Dravid,False,Test
20,VVS Laxman,3,23,2/37,3/60,1,Australia,Pune,28 Mar 2001,1698,R Dravid,False,ODI
21,SC Ganguly,3,39,2/147,3/186,3,Sri Lanka,Colombo (SSC),29 Aug 2001,1559,R Dravid,False,Test
22,SC Ganguly,4,2,3/142,4/144,2,Zimbabwe,Delhi,28 Feb 2002,1591,R Dravid,False,Test
23,SC Ganguly,4,23,3/27,4/50,1,West Indies,Bridgetown,2 May 2002,1601,R Dravid,False,Test
24,M Kaif,6,29,5/150,6/179,2,Sri Lanka,Birmingham,6 Jul 2002,1852,R Dravid,False,ODI
25,A Ratra,7,8,6/465,7/473,2,England,The Oval,5 Sep 2002,1614,R Dravid,False,Test
26,M Kaif,6,117,5/87,6/204,1,Zimbabwe,Colombo (RPS),14 Sep 2002,1876,R Dravid,False,ODI
27,VVS Laxman,5,105,4/155,5/260,1,West Indies,Nagpur,9 Nov 2002,1894,R Dravid,False,ODI
28,V Sehwag,3,47,2/57,3/104,2,New Zealand,Napier,29 Dec 2002,1927,R Dravid,False,ODI
29,SC Ganguly,4,3,3/49,4/52,2,Australia,Sydney,8 Feb 2004,2098,R Dravid,False,ODI
30,V Sehwag,2,0,1/15,2/15,3,Pakistan,Lahore,5 Apr 2004,1695,R Dravid,False,Test
31,VVS Laxman,3,1,2/69,3/70,2,Pakistan,Amstelveen,21 Aug 2004,2157,R Dravid,False,ODI
32,Harbhajan Singh,7,5,6/260,7/265,1,Pakistan,Kochi,2 Apr 2005,2235,R Dravid,False,ODI
33,D Mongia,6,54,5/194,6/248,1,Pakistan,Kanpur,15 Apr 2005,2239,R Dravid,False,ODI
34,MS Dhoni,3,28,2/36,3/64,2,Pakistan,Delhi,17 Apr 2005,2240,R Dravid,False,ODI
35,M Kaif,4,19,3/186,4/205,2,Sri Lanka,Colombo (RPS),9 Aug 2005,2268,R Dravid,False,ODI
36,SC Ganguly,5,12,4/178,5/190,3,Sri Lanka,Delhi,10 Dec 2005,1776,R Dravid,False,Test
37,SR Tendulkar,3,5,2/236,3/241,2,Pakistan,Faisalabad,21 Jan 2006,1782,R Dravid,False,Test
38,SR Tendulkar,3,72,2/12,3/84,2,Pakistan,Lahore,13 Feb 2006,2329,R Dravid,False,ODI
39,Yuvraj Singh,3,2,2/70,3/72,2,England,Faridabad,31 Mar 2006,2358,R Dravid,False,ODI
40,IK Pathan,2,22,1/25,2/47,1,Pakistan,Abu Dhabi,18 Apr 2006,2363,R Dravid,False,ODI
41,V Sehwag,3,47,2/26,3/73,2,West Indies,Port of Spain,28 May 2006,2382,R Dravid,False,ODI
42,MS Dhoni,5,1,4/130,5/131,1,West Indies,Ahmedabad,26 Oct 2006,2437,R Dravid,False,ODI
43,MS Dhoni,5,133,4/94,5/227,2,Sri Lanka,Margao,14 Feb 2007,2522,R Dravid,False,ODI
44,Yuvraj Singh,4,70,3/38,4/108,2,South Africa,Belfast,1 Jul 2007,2595,R Dravid,False,ODI
45,KD Karthik,6,7,5/311,6/318,1,England,Leeds,2 Sep 2007,2618,R Dravid,False,ODI
46,Harbhajan Singh,7,20,6/218,7/238,2,Pakistan,Centurion,26 Sep 2009,2898,R Dravid,False,ODI
47,KD Karthik,2,5,1/7,2/12,2,West Indies,Johannesburg,30 Sep 2009,2904,R Dravid,False,ODI
48,VVS Laxman,4,47,3/464,4/511,1,Sri Lanka,Kanpur,24 Nov 2009,1935,R Dravid,False,Test
49,SR Tendulkar,4,12,3/233,4/245,3,Bangladesh,Chattogram,17 Jan 2010,1949,R Dravid,False,Test
50,V Sehwag,2,66,1/2,2/68,2,Sri Lanka,Galle,18 Jul 2010,1964,R Dravid,False,Test
51,G Gambhir,2,9,1/19,2/28,2,South Africa,Cape Town,2 Jan 2011,1988,R Dravid,False,Test
52,PA Patel,2,8,1/1,2/9,1,England,The Oval,9 Sep 2011,3189,R Dravid,False,ODI
53,M Azharuddin,5,16,4/258,5/274,3,Pakistan,Faisalabad,23 Nov 1989,1128,SR Tendulkar,False,Test
54,M Azharuddin,4,19,3/149,4/168,1,Sri Lanka,Sharjah,25 Apr 1990,623,SR Tendulkar,False,ODI
55,VG Kambli,5,32,4/184,5/216,1,West Indies,Sharjah,19 Oct 1991,681,SR Tendulkar,False,ODI
56,M Azharuddin,5,18,4/111,5/129,1,Australia,Sydney,14 Jan 1992,705,SR Tendulkar,False,ODI
57,RJ Shastri,3,16,2/22,3/38,2,South Africa,Durban,13 Nov 1992,1200,SR Tendulkar,False,Test
58,A Kumble,8,9,7/180,8/189,2,Sri Lanka,Colombo (RPS),12 Aug 1993,834,SR Tendulkar,False,ODI
59,RK Chauhan,8,48,7/161,8/209,1,Sri Lanka,Jalandhar,20 Feb 1994,883,SR Tendulkar,False,ODI
60,M Azharuddin,3,85,2/162,3/247,2,New Zealand,Vadodara,28 Oct 1994,939,SR Tendulkar,False,ODI
61,SV Manjrekar,4,46,3/77,4/123,2,New Zealand,Nagpur,26 Nov 1995,1018,SR Tendulkar,False,ODI
62,VG Kambli,4,31,3/94,4/125,2,West Indies,Gwalior,21 Feb 1996,1056,SR Tendulkar,False,ODI
63,M Azharuddin,3,175,2/93,3/268,1,Sri Lanka,Delhi,2 Mar 1996,1070,SR Tendulkar,False,ODI
64,NS Sidhu,3,34,2/78,3/112,2,South Africa,Sharjah,19 Apr 1996,1101,SR Tendulkar,False,ODI
65,V Rathour,1,16,-,1/16,1,England,Leeds,25 May 1996,1103,SR Tendulkar,False,ODI
66,VG Kambli,4,31,3/186,4/217,1,Sri Lanka,Colombo (RPS),28 Aug 1996,1106,SR Tendulkar,False,ODI
67,A Jadeja,1,46,-,1/46,2,Pakistan,Toronto,23 Sep 1996,1119,SR Tendulkar,False,ODI
68,NS Sidhu,3,174,2/171,3/345,2,West Indies,Port of Spain,14 Mar 1997,1361,SR Tendulkar,False,Test
69,R Dravid,3,1,2/126,3/127,2,West Indies,Sharjah,16 Dec 1997,1264,SR Tendulkar,False,ODI
70,SC Ganguly,1,17,-,1/17,1,Zimbabwe,Vadodara,5 Apr 1998,1305,SR Tendulkar,False,ODI
71,A Jadeja,3,3,2/82,3/85,1,New Zealand,Sharjah,20 Apr 1998,1323,SR Tendulkar,False,ODI
72,A Jadeja,4,132,3/148,4/280,1,Australia,Dhaka,28 Oct 1998,1360,SR Tendulkar,False,ODI
73,R Dravid,3,11,2/134,3/145,4,Pakistan,Kolkata,16 Feb 1999,1444,SR Tendulkar,False,Test
74,A Jadeja,3,10,2/83,3/93,1,Sri Lanka,Colombo (RPS),25 Aug 1999,1487,SR Tendulkar,False,ODI
75,SC Ganguly,3,37,2/31,3/68,2,Australia,Melbourne,12 Jan 2000,1539,SR Tendulkar,False,ODI
76,R Dravid,4,13,3/80,4/93,1,South Africa,Sharjah,27 Mar 2000,1581,SR Tendulkar,False,ODI
77,SC Ganguly,1,141,-,1/141,1,New Zealand,Nairobi (Gym),15 Oct 2000,1639,SR Tendulkar,False,ODI
78,A Kumble,6,3,5/202,6/205,1,Sri Lanka,Sharjah,20 Oct 2000,1640,SR Tendulkar,False,ODI
79,VVS Laxman,2,36,1/16,2/52,1,Australia,Bengaluru,25 Mar 2001,1696,SR Tendulkar,False,ODI
80,D Mongia,2,79,1/20,2/99,2,England,Cuttack,22 Jan 2002,1792,SR Tendulkar,False,ODI
81,R Dravid,4,27,3/108,4/135,1,South Africa,Colombo (RPS),25 Sep 2002,1886,SR Tendulkar,False,ODI
82,V Sehwag,1,29,-,1/29,1,Pakistan,Kolkata,13 Nov 2004,2192,SR Tendulkar,False,ODI
83,V Sehwag,1,26,-,1/26,1,Pakistan,Visakhapatnam,5 Apr 2005,2236,SR Tendulkar,False,ODI
84,RP Singh,8,1,7/156,8/157,1,West Indies,Kuala Lumpur,20 Sep 2006,2419,SR Tendulkar,False,ODI
85,Yuvraj Singh,4,17,3/194,4/211,1,South Africa,Belfast,26 Jun 2007,2592,SR Tendulkar,False,ODI
86,MS Dhoni,3,47,2/174,3/221,1,Australia,Chandigarh,8 Oct 2007,2627,SR Tendulkar,False,ODI
87,R Dravid,3,2,2/71,3/73,2,Pakistan,Delhi,22 Nov 2007,1849,SR Tendulkar,False,Test
88,V Sehwag,2,71,1/57,2/128,3,Australia,Adelaide,24 Jan 2008,1863,SR Tendulkar,False,Test
89,MS Dhoni,6,3,5/163,6/166,3,Australia,Nagpur,6 Nov 2008,1892,SR Tendulkar,False,Test
90,G Gambhir,2,14,1/37,2/51,2,Australia,Delhi,31 Oct 2009,2918,SR Tendulkar,False,ODI
91,V Sehwag,1,10,-,1/10,1,South Africa,Jaipur,21 Feb 2010,2961,SR Tendulkar,False,ODI
92,V Sehwag,1,69,-,1/69,1,Bangladesh,Dhaka,19 Feb 2011,3100,SR Tendulkar,False,ODI
93,MS Dhoni,6,2,5/87,6/89,3,England,Birmingham,10 Aug 2011,2003,SR Tendulkar,False,Test
94,G Gambhir,2,28,1/7,2/35,2,Australia,Sydney,26 Feb 2012,3250,SR Tendulkar,False,ODI
95,MS Dhoni,4,13,3/103,4/116,4,Australia,Mohali,14 Mar 2013,2081,SR Tendulkar,False,Test
96,HDPK Dharmasena,7,4,6/291,7/295,1,Pakistan,Kimberley,7 Apr 1998,1309,DPMD Jayawardene,False,ODI
97,HDPK Dharmasena,6,1,5/81,6/82,2,Pakistan,Paarl,9 Apr 1998,1312,DPMD Jayawardene,False,ODI
98,HP Tillakaratne,5,34,4/166,5/200,2,Australia,Melbourne,7 Feb 1999,1403,DPMD Jayawardene,False,ODI
99,RS Kalpage,8,10,7/228,8/238,1,Pakistan,Visakhapatnam,27 Mar 1999,1423,DPMD Jayawardene,False,ODI
100,PA de Silva,4,14,3/90,4/104,1,West Indies,Sharjah,13 Oct 1999,1512,DPMD Jayawardene,False,ODI
101,PA de Silva,4,48,3/69,4/117,2,Pakistan,Rawalpindi,26 Feb 2000,1485,DPMD Jayawardene,False,Test
102,MS Atapattu,6,6,5/196,6/202,2,Pakistan,Dhaka,7 Jun 2000,1602,DPMD Jayawardene,False,ODI
103,KC Sangakkara,4,13,3/63,4/76,1,Pakistan,Nairobi (Gym),8 Oct 2000,1634,DPMD Jayawardene,False,ODI
104,MS Atapattu,3,11,2/132,3/143,1,Zimbabwe,Sharjah,25 Oct 2000,1646,DPMD Jayawardene,False,ODI
105,PA de Silva,4,19,3/63,4/82,2,New Zealand,Wellington,3 Feb 2001,1682,DPMD Jayawardene,False,ODI
106,MS Atapattu,4,111,3/340,4/451,1,England,Galle,22 Feb 2001,1530,DPMD Jayawardene,False,Test
107,MS Atapattu,4,0,3/27,4/27,2,New Zealand,Colombo (RPS),25 Jul 2001,1738,DPMD Jayawardene,False,ODI
108,MS Atapattu,3,60,2/41,3/101,1,Zimbabwe,Sharjah,26 Oct 2001,1765,DPMD Jayawardene,False,ODI
109,KC Sangakkara,3,162,2/146,3/308,2,West Indies,Galle,13 Nov 2001,1567,DPMD Jayawardene,False,Test
110,UDU Chandana,6,16,5/213,6/229,1,West Indies,Colombo (RPS),19 Dec 2001,1782,DPMD Jayawardene,False,ODI
111,KC Sangakkara,3,89,2/73,3/162,1,England,Manchester,7 Jul 2002,1853,DPMD Jayawardene,False,ODI
112,ST Jayasuriya,4,111,3/53,4/164,1,Pakistan,Tangier,17 Aug 2002,1863,DPMD Jayawardene,False,ODI
113,RP Arnold,5,13,4/234,5/247,1,Netherlands,Colombo (RPS),16 Sep 2002,1878,DPMD Jayawardene,False,ODI
114,KC Sangakkara,4,1,3/47,4/48,1,Pakistan,Dambulla,18 May 2003,2012,DPMD Jayawardene,False,ODI
115,UDU Chandana,6,58,5/112,6/170,1,Australia,Colombo (RPS),25 Feb 2004,2105,DPMD Jayawardene,False,ODI
116,DA Gunawardene,4,38,3/105,4/143,1,U.A.E.,Dambulla,17 Jul 2004,2146,DPMD Jayawardene,False,ODI
117,MF Maharoof,9,1,8/268,9/269,1,Bangladesh,Colombo (SSC),31 Aug 2005,2275,DPMD Jayawardene,False,ODI
118,TM Dilshan,5,12,4/143,5/155,2,India,Ahmedabad,6 Nov 2005,2294,DPMD Jayawardene,False,ODI
119,TM Dilshan,6,23,5/133,6/156,1,Pakistan,Colombo (SSC),22 Mar 2006,2354,DPMD Jayawardene,False,ODI
120,ST Jayasuriya,2,0,1/75,2/75,1,England,Southampton,15 Jun 2006,7,DPMD Jayawardene,False,T20I
121,ST Jayasuriya,2,160,1/34,2/194,1,England,The Oval,20 Jun 2006,2385,DPMD Jayawardene,False,ODI
122,TM Dilshan,5,44,4/34,5/78,2,South Africa,Ahmedabad,24 Oct 2006,2435,DPMD Jayawardene,False,ODI
123,TM Dilshan,6,7,5/61,6/68,1,New Zealand,Christchurch,2 Jan 2007,2470,DPMD Jayawardene,False,ODI
124,SC Ganguly,4,80,3/134,4/214,1,Africa XI,Chennai,9 Jun 2007,2588,DPMD Jayawardene,False,ODI
125,KC Sangakkara,3,153,2/6,3/159,1,India,Adelaide,19 Feb 2008,2681,DPMD Jayawardene,False,ODI
126,ML Udawatte,2,114,1/0,2/114,1,U.A.E.,Lahore,26 Jun 2008,2718,DPMD Jayawardene,False,ODI
127,CK Kapugedera,4,32,3/74,4/106,2,India,Colombo (RPS),27 Aug 2008,2755,DPMD Jayawardene,False,ODI
128,TM Dilshan,4,0,3/71,4/71,2,Zimbabwe,King City (NW),10 Oct 2008,69,DPMD Jayawardene,False,T20I
129,AD Mathews,6,6,5/125,6/131,1,Pakistan,Dambulla,30 Jul 2009,2864,DPMD Jayawardene,False,ODI
130,TM Dilshan,2,21,1/22,2/43,2,New Zealand,Colombo (RPS),2 Sep 2009,120,DPMD Jayawardene,False,T20I
131,KC Sangakkara,3,17,2/37,3/54,3,India,Kanpur,24 Nov 2009,1935,DPMD Jayawardene,False,Test
132,SHT Kandamby,5,6,4/339,5/345,2,India,Rajkot,15 Dec 2009,2932,DPMD Jayawardene,False,ODI
133,SHT Kandamby,6,16,5/271,6/287,1,India,Kolkata,24 Dec 2009,2935,DPMD Jayawardene,False,ODI
134,KC Sangakkara,3,44,2/31,3/75,1,Australia,Colombo (RPS),5 Mar 2011,3119,DPMD Jayawardene,False,ODI
135,NT Paranavitana,3,20,2/24,3/44,2,Australia,Galle,31 Aug 2011,2005,DPMD Jayawardene,False,Test
136,TT Samaraweera,4,18,3/19,4/37,3,South Africa,Centurion,15 Dec 2011,2023,DPMD Jayawardene,False,Test
137,LD Chandimal,4,29,3/154,4/183,1,South Africa,Bloemfontein,17 Jan 2012,3227,DPMD Jayawardene,False,ODI
138,TM Dilshan,1,10,-,1/10,1,Australia,Melbourne,2 Mar 2012,3253,DPMD Jayawardene,False,ODI
139,KC Sangakkara,3,7,2/75,3/82,1,Zimbabwe,Hambantota,18 Sep 2012,263,DPMD Jayawardene,False,T20I
140,WU Tharanga,5,47,4/44,5/91,1,New Zealand,Hambantota,12 Nov 2012,3308,DPMD Jayawardene,False,ODI
141,HDRL Thirimanne,3,2,2/6,3/8,2,Bangladesh,Dhaka,6 Mar 2014,3485,DPMD Jayawardene,False,ODI
142,TM Dilshan,2,0,1/41,2/41,1,West Indies,Dhaka,3 Apr 2014,398,DPMD Jayawardene,False,T20I
143,TM Dilshan,3,7,2/129,3/136,1,England,Chester-le-Street,25 May 2014,3493,DPMD Jayawardene,False,ODI
144,N Dickwella,6,100,5/285,6/385,1,South Africa,Colombo (SSC),24 Jul 2014,2131,DPMD Jayawardene,False,Test
145,AD Mathews,5,116,4/75,5/191,1,Pakistan,Hambantota,23 Aug 2014,3512,DPMD Jayawardene,False,ODI
146,KC Sangakkara,3,53,2/135,3/188,2,Australia,Sydney,8 Mar 2015,3629,DPMD Jayawardene,False,ODI
147,MS Atapattu,4,66,3/65,4/131,2,Pakistan,Galle,5 Jul 2000,1603,KC Sangakkara,False,ODI
148,RP Arnold,5,120,4/101,5/221,1,South Africa,Galle,6 Jul 2000,1604,KC Sangakkara,False,ODI
149,MS Atapattu,4,40,3/142,4/182,2,South Africa,Kandy,30 Jul 2000,1505,KC Sangakkara,False,Test
150,DA Gunawardene,4,7,3/170,4/177,1,West Indies,Nairobi (Gym),4 Oct 2000,1631,KC Sangakkara,False,ODI
151,RP Arnold,6,50,5/124,6/174,1,South Africa,Johannesburg,17 Jan 2001,1673,KC Sangakkara,False,ODI
152,CRD Fernando,10,2,9/181,10/183,1,India,Colombo (RPS),28 Jul 2001,1740,KC Sangakkara,False,ODI
153,HP Tillakaratne,5,37,4/358,5/395,2,West Indies,Galle,13 Nov 2001,1567,KC Sangakkara,False,Test
154,RP Arnold,6,1,5/230,6/231,1,Zimbabwe,Colombo (RPS),12 Dec 2001,1779,KC Sangakkara,False,ODI
155,PA de Silva,4,150,3/56,4/206,2,Bangladesh,Colombo (PSS),21 Jul 2002,1609,KC Sangakkara,False,Test
156,PA de Silva,3,96,2/83,3/179,2,South Africa,Tangier,19 Aug 2002,1865,KC Sangakkara,False,ODI
157,DPMD Jayawardene,4,8,3/63,4/71,1,India,Colombo (RPS),30 Sep 2002,1889,KC Sangakkara,False,ODI
158,PA de Silva,5,52,4/48,5/100,2,Australia,Centurion,7 Mar 2003,1982,KC Sangakkara,False,ODI
159,MS Atapattu,2,46,1/26,2/72,3,England,Galle,2 Dec 2003,1670,KC Sangakkara,False,Test
160,ST Jayasuriya,2,56,1/20,2/76,1,England,Kandy,10 Dec 2003,1672,KC Sangakkara,False,Test
161,ST Jayasuriya,2,0,1/23,2/23,4,Australia,Darwin,1 Jul 2004,1705,KC Sangakkara,False,Test
162,UDU Chandana,6,93,5/86,6/179,1,South Africa,Colombo (RPS),22 Aug 2004,2158,KC Sangakkara,False,ODI
163,JH Kallis,3,26,2/125,3/151,2,Australia,Melbourne (Docklands),7 Oct 2005,2283,KC Sangakkara,False,ODI
164,WU Tharanga,2,109,1/24,2/133,1,New Zealand,Christchurch,3 Jan 2006,2310,KC Sangakkara,False,ODI
165,J Mubarak,2,10,1/6,2/16,1,Australia,Perth,29 Jan 2006,2320,KC Sangakkara,False,ODI
166,WU Tharanga,3,29,2/124,3/153,1,England,Lord's,17 Jun 2006,2384,KC Sangakkara,False,ODI
167,LPC Silva,5,74,4/102,5/176,1,New Zealand,Queenstown,31 Dec 2006,2469,KC Sangakkara,False,ODI
168,ST Jayasuriya,1,11,-,1/11,1,India,Karachi,6 Jul 2008,2735,KC Sangakkara,False,ODI
169,TM Dilshan,2,23,1/43,2/66,1,Pakistan,Karachi,21 Jan 2009,2800,KC Sangakkara,False,ODI
170,TM Dilshan,2,104,1/76,2/180,1,Pakistan,Lahore,24 Jan 2009,2803,KC Sangakkara,False,ODI
171,ST Jayasuriya,2,21,1/23,2/44,2,Pakistan,Dambulla,1 Aug 2009,2866,KC Sangakkara,False,ODI
172,TM Dilshan,2,101,1/19,2/120,3,New Zealand,Galle,18 Aug 2009,1930,KC Sangakkara,False,Test
173,AD Mathews,5,20,4/195,5/215,1,India,Nagpur,9 Dec 2009,126,KC Sangakkara,False,T20I
174,TM Dilshan,2,45,1/102,2/147,2,India,Nagpur,18 Dec 2009,2933,KC Sangakkara,False,ODI
175,TM Dilshan,2,106,1/5,2/111,2,Pakistan,Dubai (DSC),18 Nov 2011,3214,KC Sangakkara,False,ODI
176,LD Chandimal,3,52,2/102,3/154,1,South Africa,Bloemfontein,17 Jan 2012,3227,KC Sangakkara,False,ODI
177,TM Dilshan,2,50,1/11,2/61,2,Australia,Perth,10 Feb 2012,3235,KC Sangakkara,False,ODI
178,BMAJ Mendis,4,94,3/82,4/176,1,Zimbabwe,Hambantota,18 Sep 2012,263,KC Sangakkara,False,T20I
179,TM Dilshan,2,39,1/80,2/119,2,New Zealand,Pallekele,27 Sep 2012,275,KC Sangakkara,False,T20I
180,SMA Priyanjan,4,89,3/36,4/125,1,Pakistan,Abu Dhabi,25 Dec 2013,3448,KC Sangakkara,False,ODI
181,AD Mathews,5,1,4/157,5/158,1,Afghanistan,Dhaka,3 Mar 2014,3481,KC Sangakkara,False,ODI
182,AI Kallicharran,1,139,0/38,1/177,1,India,Bengaluru,22 Nov 1974,745,CG Greenidge,False,Test
183,DL Haynes,1,22,-,1/22,1,England,Lord's,23 Jun 1979,74,CG Greenidge,False,ODI
184,DL Haynes,1,6,-,1/6,2,England,Albion,26 Feb 1981,118,CG Greenidge,False,ODI
185,DL Haynes,1,132,-,1/132,2,Australia,Bridgetown,30 Mar 1984,986,CG Greenidge,False,Test
186,DL Haynes,1,62,-,1/62,1,England,Kingston,24 Feb 1990,1140,CG Greenidge,False,Test
187,DL Haynes,1,298,-,1/298,2,England,St John's,12 Apr 1990,1144,CG Greenidge,False,Test
188,RB Richardson,3,21,2/115,3/136,1,Australia,Georgetown,20 Mar 1991,675,CG Greenidge,False,ODI
189,RB Richardson,2,16,1/76,2/92,4,Australia,St John's,27 Apr 1991,1170,CG Greenidge,False,Test
190,CEL Ambrose,8,6,7/250,8/256,2,England,Manchester,25 May 1991,677,CG Greenidge,False,ODI
191,AME Roberts,8,25,7/180,8/205,4,England,Nottingham,5 Jun 1980,880,DL Haynes,False,Test
192,CG Greenidge,1,49,-,1/49,2,India,Manchester,9 Jun 1983,200,DL Haynes,False,ODI
193,HA Gomes,4,6,3/157,4/163,2,India,Guwahati,17 Dec 1983,230,DL Haynes,False,ODI
194,RB Richardson,2,58,1/35,2/93,2,Australia,Port of Spain,16 Mar 1984,983,DL Haynes,False,Test
195,CG Greenidge,1,5,-,1/5,1,England,Manchester,31 May 1984,264,DL Haynes,False,ODI
196,CG Greenidge,1,57,-,1/57,4,England,Lord's,28 Jun 1984,990,DL Haynes,False,Test
197,RB Richardson,2,0,1/128,2/128,1,Sri Lanka,Sydney,17 Jan 1985,290,DL Haynes,False,ODI
198,RB Richardson,1,57,-,1/57,1,Pakistan,Rawalpindi,4 Dec 1985,345,DL Haynes,False,ODI
199,IVA Richards,2,61,1/100,2/161,3,England,St John's,11 Apr 1986,1045,DL Haynes,False,Test
200,AL Logie,3,7,2/79,3/86,2,Pakistan,Sialkot,14 Nov 1986,398,DL Haynes,False,ODI
201,RB Richardson,2,45,1/8,2/53,1,England,Gujranwala,9 Oct 1987,452,DL Haynes,False,ODI
202,CG Greenidge,1,51,-,1/51,1,India,Nagpur,8 Dec 1987,481,DL Haynes,False,ODI
203,CG Greenidge,1,40,-,1/40,1,England,Lord's,23 May 1988,520,DL Haynes,False,ODI
204,IVA Richards,4,41,3/190,4/231,2,Australia,Adelaide,3 Feb 1989,1114,DL Haynes,False,Test
205,CG Greenidge,1,86,-,1/86,2,India,St John's,18 Mar 1989,562,DL Haynes,False,ODI
206,RB Richardson,2,9,1/2,2/11,2,Australia,Chennai,21 Oct 1989,578,DL Haynes,False,ODI
207,CG Greenidge,1,76,-,1/76,4,Australia,St John's,27 Apr 1991,1170,DL Haynes,False,Test
208,BC Lara,1,7,-,1/7,2,Australia,Melbourne,18 Jan 1993,793,DL Haynes,False,ODI
209,PV Simmons,1,15,-,1/15,2,South Africa,Cape Town,17 Feb 1993,804,DL Haynes,False,ODI
210,RIC Holder,4,92,3/38,4/130,1,Zimbabwe,Hyderabad (Deccan),21 Nov 1993,854,DL Haynes,False,ODI
211,MTG Elliott,2,7,1/23,2/30,4,South Africa,Port Elizabeth,14 Mar 1997,1360,ML Hayden,False,Test
212,AC Gilchrist,2,3,1/10,2/13,1,South Africa,Durban,12 Apr 2000,1587,ML Hayden,False,ODI
213,MJ Slater,1,101,-,1/101,2,West Indies,Brisbane,23 Nov 2000,1516,ML Hayden,False,Test
214,MJ Slater,1,156,-,1/156,2,West Indies,Adelaide,15 Dec 2000,1523,ML Hayden,False,Test
215,RT Ponting,2,9,1/30,2/39,3,New Zealand,Brisbane,8 Nov 2001,1565,ML Hayden,False,Test
216,JL Langer,1,37,-,1/37,2,West Indies,Georgetown,10 Apr 2003,1638,ML Hayden,False,Test
217,SR Waugh,5,8,4/330,5/338,3,West Indies,St John's,9 May 2003,1645,ML Hayden,False,Test
218,AC Gilchrist,1,119,-,1/119,1,India,Bengaluru,12 Nov 2003,2061,ML Hayden,False,ODI
219,RT Ponting,2,10,1/104,2/114,1,Sri Lanka,Dambulla,20 Feb 2004,2102,ML Hayden,False,ODI
220,SM Katich,2,65,1/0,2/65,3,India,Bengaluru,6 Oct 2004,1713,ML Hayden,False,Test
221,DR Martyn,3,7,2/140,3/147,1,New Zealand,Sydney,8 Dec 2004,2198,ML Hayden,False,ODI
222,JL Langer,1,18,-,1/18,4,New Zealand,Auckland,26 Mar 2005,1744,ML Hayden,False,Test
223,RT Ponting,2,109,1/64,2/173,4,Bangladesh,Fatullah,9 Apr 2006,1797,ML Hayden,False,Test
224,DR Martyn,3,38,2/49,3/87,1,India,Kuala Lumpur,22 Sep 2006,2421,ML Hayden,False,ODI
225,JL Langer,1,68,-,1/68,3,England,Brisbane,23 Nov 2006,1817,ML Hayden,False,Test
226,RT Ponting,2,110,1/21,2/131,1,India,Sydney,24 Feb 2008,2685,ML Hayden,False,ODI
227,A Symonds,4,89,3/32,4/121,2,India,Brisbane,4 Mar 2008,2689,ML Hayden,False,ODI
228,SM Katich,1,32,-,1/32,2,India,Nagpur,6 Nov 2008,1892,ML Hayden,False,Test
229,SM Katich,1,38,-,1/38,2,New Zealand,Adelaide,28 Nov 2008,1896,ML Hayden,False,Test
